City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,hasaki,35.7333,140.8333,26.22,82,79,2.2,JP,1722285036
363,carutapera,-1.195,-46.02,26.97,75,7,5.61,BR,1722285037
364,saint-loubes,44.9154,-0.427,29.65,58,44,1.96,FR,1722285038
365,turkmenbasy,40.0222,52.9552,23.43,73,75,0.0,TM,1722285039
366,fenoarivo atsinanana,-17.3667,49.4167,20.78,88,59,1.63,MG,1722285041
367,svetlyy,54.675,20.1347,17.03,72,27,6.05,RU,1722285042
368,lincoln,40.8,-96.667,36.75,57,0,1.79,US,1722285044
369,el granada,37.5027,-122.4694,24.71,70,40,6.17,US,1722285045
370,nuku'alofa,-21.1333,-175.2,21.88,57,0,10.82,TO,1722285047
371,fenoarivo be,-18.4333,46.5667,14.1,51,0,1.54,MG,1722285048
372,alpena,45.0617,-83.4327,29.18,65,0,6.17,US,1722285049
373,veraval,20.9,70.3667,27.25,89,100,4.98,IN,1722285050
374,camarinas,43.1311,-9.1817,26.21,77,57,1.61,ES,1722285051
375,amarante,-6.2411,-42.8547,31.44,28,6,2.71,BR,1722285053
376,gamonal,39.9607,-4.9618,24.3,56,37,7.3,ES,1722285055
377,murudeshwara,14.0943,74.4845,28.33,59,100,5.28,IN,1722285057
378,black point,-34.6187,137.8972,8.32,67,17,4.42,AU,1722285059
379,karratha,-20.7377,116.8463,18.24,31,4,3.33,AU,1722285060
380,beau vallon,-20.4189,57.6953,21.13,73,20,1.54,MU,1722285061
381,noosa heads,-26.3833,153.15,9.5,56,0,5.91,AU,1722284808
382,ratnagiri,16.9833,73.3,26.91,88,88,7.18,IN,1722285063
383,howrah,22.5892,88.3103,28.0,94,75,2.06,IN,1722285065
384,dongcun,36.7767,121.1597,25.09,97,10,1.42,CN,1722285066
385,kiama,-34.6833,150.8667,10.77,67,100,2.68,AU,1722285067
386,sroda wielkopolska,52.2284,17.2762,18.27,73,15,3.1,PL,1722285068
387,forest grove,45.5198,-123.1107,18.89,85,100,3.6,US,1722285069
388,fonte boa,-2.4959,-66.2662,31.89,53,54,1.6,BR,1722285072
389,lazaro cardenas,17.9583,-102.2,30.59,67,90,4.65,MX,1722285073
390,chos malal,-37.3781,-70.2709,8.85,36,72,1.07,AR,1722285074
391,ilomantsi,62.6716,30.9328,14.27,68,57,2.09,FI,1722285075
392,nguigmi,14.2495,13.1092,28.98,61,100,10.32,NE,1722285077
393,keskin,39.6731,33.6136,21.4,29,0,2.51,TR,1722285078
394,ciudad lazaro cardenas,17.9583,-102.2,30.59,67,90,4.65,MX,1722285079
395,saint-francois,46.4154,3.9054,24.8,74,0,2.06,FR,1722285080
396,kadoma,34.7333,135.5833,28.99,59,0,2.06,JP,1722285081
397,villa tupac amaru,-13.7,-76.15,16.6,82,100,3.6,PE,1722285083
398,kerimaki,61.9167,29.2833,15.97,77,0,3.09,FI,1722285084
399,amga,60.8953,131.9608,15.18,90,100,1.35,RU,1722285085
400,east london,-33.0153,27.9116,13.26,47,0,3.96,ZA,1722285086
401,turpan,42.9333,89.1667,38.04,19,65,1.12,CN,1722285087
402,touros,-5.1989,-35.4608,24.83,83,5,5.84,BR,1722285089
403,panauti,27.5814,85.5124,22.18,100,75,1.03,NP,1722285090
404,karagandy,49.8019,73.1021,7.97,41,58,2.64,KZ,1722285091
405,kaihua,23.3687,104.28,18.37,99,100,1.49,CN,1722285092
406,zalingei,12.9096,23.4741,22.24,88,100,0.31,SD,1722285093
407,buka,40.8108,69.1986,22.77,27,1,3.31,UZ,1722285095
408,kirando,-7.4167,30.6,23.57,37,2,3.47,TZ,1722285096
409,arkhangel'sk,64.5401,40.5433,14.06,94,100,2.0,RU,1722285097
410,yulinshi,38.2906,109.7494,21.57,82,100,1.4,CN,1722285098
411,shahrak,34.1074,64.3052,17.7,40,0,1.88,AF,1722285099
412,cournonterral,43.5589,3.72,25.25,73,0,2.57,FR,1722285101
413,dhidhdhoo,6.8833,73.1,28.37,80,100,8.17,MV,1722285102
414,xinzhi,36.4989,111.7047,23.92,94,100,2.39,CN,1722285103
415,kostomuksha,64.571,30.5767,14.19,74,66,0.56,RU,1722285104
416,horsham,51.064,-0.3272,22.47,65,0,1.94,GB,1722285106
417,antonio enes,-16.2325,39.9086,21.81,68,3,3.22,MZ,1722285107
418,genhe,50.7833,121.5167,15.49,84,56,0.69,CN,1722285108
419,hilo,19.7297,-155.09,25.85,81,100,3.6,US,1722285109
420,pariaman,-0.619,100.12,26.03,85,12,1.69,ID,1722285110
421,vanimo,-2.6741,141.3028,25.04,92,91,2.1,PG,1722285112
422,manoc-manoc,11.9416,121.9428,27.9,78,63,2.3,PH,1722285113
423,tolanaro,-25.0319,46.9987,19.04,94,0,0.0,MG,1722285114
424,island harbour,50.724,-1.2758,20.74,70,0,1.97,GB,1722285115
425,itoman,26.1247,127.6694,28.43,91,20,2.57,JP,1722285116
426,quellon,-43.1167,-73.6167,6.16,70,98,1.48,CL,1722285118
427,zouerate,22.7187,-12.4521,33.81,15,0,5.05,MR,1722285119
428,farah,32.5,62.5,32.82,18,65,1.48,AF,1722285120
429,kavaratti,10.5669,72.642,28.23,85,100,10.1,IN,1722285121
430,kas,36.2018,29.6377,29.8,47,0,2.7,TR,1722285122
431,mhamid,29.82,-5.72,38.09,10,15,2.65,MA,1722285124
432,magadan,59.5667,150.8,12.86,71,100,1.66,RU,1722285125
433,quebec,46.8123,-71.2145,32.11,52,75,1.54,CA,1722285008
434,airali,44.767,7.3219,27.58,85,1,0.87,IT,1722285127
435,cova figueira,14.8905,-24.2934,19.39,79,60,6.57,CV,1722285128
436,saldanha,-33.0117,17.9442,8.03,85,11,3.81,ZA,1722285130
437,olinda,-8.0089,-34.8553,26.85,78,75,5.66,BR,1722285131
438,bikenibeu village,1.3673,173.1241,27.98,83,75,0.51,KI,1722285132
439,calca,-13.3333,-71.95,21.64,62,56,3.77,PE,1722285133
440,arkalgud,12.765,76.0569,20.06,95,100,4.63,IN,1722285134
441,tashtagol,52.7657,87.8894,15.37,94,99,0.71,RU,1722285136
442,daru,-9.0763,143.2092,24.37,85,7,6.97,PG,1722285137
443,gualan,15.1333,-89.3667,34.21,69,89,1.89,GT,1722285138
444,el nido,11.1858,119.3956,25.64,96,89,0.85,PH,1722285139
445,roquetas de mar,36.7642,-2.6148,35.0,40,19,7.34,ES,1722285140
446,kissidougou,9.1848,-10.0999,21.16,97,100,4.18,GN,1722285142
447,yuzhno-kurilsk,44.0306,145.8556,15.03,98,100,8.73,RU,1722285143
448,roschinskiy,53.2669,40.0039,16.89,49,23,3.02,RU,1722285144
449,al hamra',32.4406,36.1512,24.55,60,0,3.17,JO,1722285145
450,khurda,20.1833,85.6167,26.95,89,98,1.44,IN,1722285146
451,wladyslawowo,54.7909,18.4009,18.6,85,47,2.59,PL,1722285148
452,roccella ionica,38.322,16.4009,26.74,71,0,5.59,IT,1722285149
453,siwa oasis,29.2041,25.5195,32.8,25,0,4.17,EG,1722285150
454,karamay,45.6004,84.8661,31.28,28,63,5.22,CN,1722285151
455,dazhong,33.1997,120.4578,24.97,94,0,2.71,CN,1722285152
456,kavieng,-2.5744,150.7967,27.46,80,26,4.53,PG,1722285154
457,bandar abbas,27.1865,56.2808,33.99,79,20,3.09,IR,1722285155
458,shenjiamen,29.9576,122.298,26.97,93,4,5.54,CN,1722285156
459,muynoq,43.7683,59.0214,24.71,33,100,3.87,UZ,1722285157
460,kokuy,52.2037,117.5529,19.04,81,100,1.02,RU,1722285158
461,sandnessjoen,66.0217,12.6316,14.18,91,40,0.51,NO,1722285160
462,tofol,5.3248,163.0078,28.5,72,60,3.4,FM,1722285161
463,sagua la grande,22.8067,-80.0756,34.55,50,18,5.29,CU,1722285162
464,fort st. john,56.2499,-120.8529,18.94,55,75,5.14,CA,1722285163
465,mareeba,-17.0,145.4333,17.4,81,99,1.68,AU,1722285165
466,chibougamau,49.9168,-74.3659,29.79,32,30,2.41,CA,1722285166
467,turtas,58.9417,69.1325,11.09,98,86,1.6,RU,1722285167
468,puerto colombia,10.9878,-74.9547,32.05,76,100,9.47,CO,1722285168
469,waat,51.1454,6.4958,22.85,69,0,1.03,DE,1722285169
470,porto santo stefano,42.4338,11.1237,29.79,51,0,7.72,IT,1722285171
471,ghanzi,-21.5667,21.7833,12.28,19,4,2.66,BW,1722285172
472,severo-yeniseyskiy,60.3725,93.0408,16.89,80,100,1.21,RU,1722285173
473,pointe-claire,45.4487,-73.8167,31.21,49,20,4.12,CA,1722285174
474,glendive,47.1053,-104.7125,32.79,25,0,3.6,US,1722285175
475,pitimbu,-7.4706,-34.8086,26.33,85,43,5.07,BR,1722285177
476,menomonie,44.8755,-91.9193,30.06,54,75,5.14,US,1722285178
477,luganville,-15.5333,167.1667,24.49,72,99,4.43,VU,1722285179
478,tual,-5.6667,132.75,25.37,85,31,9.37,ID,1722285180
479,nemuro,43.3236,145.575,15.42,99,100,6.98,JP,1722284964
480,boguchany,58.3814,97.4531,17.36,89,58,1.03,RU,1722285183
481,san pablo,14.0669,121.3258,26.0,91,100,1.13,PH,1722285184
482,labytnangi,66.6572,66.4183,15.29,96,100,4.21,RU,1722285185
483,nguruka,-5.1092,31.0419,21.47,25,0,1.39,TZ,1722285186
484,senador jose porfirio,-2.5908,-51.9542,29.16,58,93,1.91,BR,1722285188
485,maua,-23.6678,-46.4614,19.7,76,44,4.51,BR,1722285189
486,prienai,54.6333,23.95,16.15,91,97,7.87,LT,1722285190
487,tazacorte,28.629,-17.9293,22.54,92,20,4.12,ES,1722285191
488,pisco,-13.7,-76.2167,17.03,82,100,3.6,PE,1722285192
489,constitucion,-35.3333,-72.4167,14.08,57,99,1.94,CL,1722285194
490,kingston,17.997,-76.7936,32.53,66,20,8.75,JM,1722285195
491,beira,-19.8436,34.8389,23.05,94,20,3.6,MZ,1722285196
492,klyuchi,52.2667,79.1667,19.49,53,38,1.97,RU,1722285197
493,ceuta,35.8903,-5.3075,26.02,93,99,3.27,ES,1722285199
494,balqash,46.8481,74.995,25.27,43,100,7.59,KZ,1722285200
495,san antonio,29.4241,-98.4936,35.53,54,40,7.72,US,1722285201
496,mezhdurechenskiy,59.6,65.9333,12.66,96,100,1.9,RU,1722285202
497,howard springs,-12.497,131.047,22.95,63,36,3.59,AU,1722285203
498,caleta de carquin,-11.0925,-77.6267,18.59,75,40,3.46,PE,1722285205
499,ciudad insurgentes,25.2625,-111.7753,35.46,23,45,8.03,MX,1722285206
500,sao desiderio,-12.3633,-44.9733,29.01,27,22,2.33,BR,1722285207
501,polyarnyy,69.1989,33.4478,9.85,96,100,5.46,RU,1722284970
502,omutinskiy,56.4745,67.6709,10.97,97,61,2.91,RU,1722285209
503,alesund,62.4723,6.1549,15.18,83,0,4.12,NO,1722285103
504,oranjemund,-28.55,16.4333,11.85,80,0,6.48,NA,1722285212
505,tchibanga,-2.85,11.0333,19.64,87,33,1.96,GA,1722285213
506,yantzaza,-3.8278,-78.7594,23.83,87,82,0.47,EC,1722285214
507,urambo,-5.0667,32.05,22.38,22,3,1.04,TZ,1722285215
508,chonchi,-42.6128,-73.8092,8.56,81,94,0.33,CL,1722285217
509,ludenscheid,51.2167,7.6167,19.68,66,20,2.09,DE,1722285218
510,san andres,12.5847,-81.7006,32.01,70,20,8.23,CO,1722285219
511,prudentopolis,-25.2131,-50.9778,15.75,91,100,1.33,BR,1722285220
512,altayskoye,51.9533,85.3325,17.75,76,100,2.11,RU,1722285221
513,nchelenge,-9.3451,28.734,18.88,35,1,2.6,ZM,1722285223
514,ouesso,1.6136,16.0517,25.81,65,94,1.42,CG,1722285224
515,beitbridge,-22.2167,30.0,16.86,51,1,4.06,ZW,1722285225
516,acapulco de juarez,16.8634,-99.8901,31.9,70,75,3.6,MX,1722285094
517,sona,45.4388,10.8255,27.69,75,0,1.54,IT,1722285227
518,opuwo,-18.0607,13.84,15.88,31,22,2.62,NA,1722285229
519,kolonia town,6.964,158.206,26.0,94,40,2.06,FM,1722285230
520,"laikit, laikit ii (dimembe)",1.4792,124.9735,20.47,100,20,1.03,ID,1722285231
521,buala,-8.145,159.5921,26.51,84,81,3.66,SB,1722285232
522,mandalgovi,45.7625,106.2708,19.34,63,88,1.78,MN,1722285233
523,atlantic,39.4668,-74.6663,30.14,74,0,6.69,US,1722285235
524,nikolayevsk-on-amure,53.1406,140.73,11.22,91,100,1.12,RU,1722285236
525,sydney,-33.8679,151.2073,9.06,68,75,6.17,AU,1722285047
526,ad dabbah,18.05,30.95,35.9,32,100,3.48,SD,1722285238
527,luocheng,29.3848,104.0286,22.94,88,100,1.77,CN,1722285239
528,zalesovo,53.9939,84.7431,16.77,89,98,0.45,RU,1722285241
529,navirai,-23.065,-54.1906,24.13,53,19,5.62,BR,1722285242
530,conduaga,8.862,117.4893,25.33,85,92,1.49,PH,1722285243
531,colonia,50.9333,6.95,22.88,68,0,2.06,DE,1722285244
532,perrelos,10.1169,123.6738,26.84,80,25,0.29,PH,1722285245
533,sur,22.5667,59.5289,29.81,70,100,3.23,OM,1722285247
534,porto novo,6.4965,2.6036,25.9,83,83,3.68,BJ,1722285248
535,ormara,25.2088,64.6357,28.62,88,100,4.23,PK,1722285249
536,valparaiso,-33.0393,-71.6273,21.19,51,0,3.6,CL,1722285250
537,funafuti,-8.5243,179.1942,28.0,69,75,7.2,TV,1722285252
538,sheridan,44.8333,-106.9173,34.62,22,0,3.6,US,1722285019
539,dire dawa,9.5931,41.8661,24.64,65,100,2.91,ET,1722285256
540,sola,-13.8833,167.55,26.0,66,37,8.45,VU,1722285258
541,palangkaraya,-2.2,113.8333,23.53,96,50,0.76,ID,1722285259
542,gazli,40.1333,63.45,29.23,15,42,5.89,UZ,1722285260
543,slave lake,55.2834,-114.769,18.99,63,100,9.26,CA,1722285245
544,patong,7.8961,98.2966,28.9,93,100,4.81,TH,1722285262
545,olyokminsk,60.3736,120.4264,15.8,94,89,3.55,RU,1722285264
546,ambasa,23.9172,91.8472,25.13,94,100,2.88,IN,1722285265
547,arar,30.9753,41.0381,33.01,13,0,4.63,SA,1722285266
548,nantucket,41.2835,-70.0995,23.38,76,2,7.31,US,1722285267
549,yarmouth,41.7057,-70.2286,23.99,79,40,8.23,US,1722285268
550,tobol'sk,58.2,68.2667,11.81,96,98,2.57,RU,1722285270
551,mejit,10.2753,170.8646,27.09,79,98,4.7,MH,1722285271
552,ust-tsilma,65.441,52.1498,14.93,97,100,1.36,RU,1722285272
553,richards bay,-28.783,32.0377,15.64,69,42,2.36,ZA,1722285273
554,chapada dos guimaraes,-15.4606,-55.7497,31.81,22,13,1.39,BR,1722285275
555,fitzgerald,31.7149,-83.2526,32.17,62,40,1.54,US,1722285276
556,takoradi,4.8845,-1.7554,23.7,88,99,4.57,GH,1722285278
557,saint croix,17.7397,-64.7388,31.25,74,40,6.17,VI,1722285279
558,kimberley,-28.7323,24.7623,0.83,47,0,0.51,ZA,1722285281
559,san luis de la loma,17.2706,-100.8939,28.74,82,95,1.87,MX,1722285282
560,al jawf,29.5,38.75,30.41,20,77,2.63,SA,1722285283
561,nogliki,51.8333,143.1667,11.62,93,100,4.99,RU,1722285284
562,lodja,-3.4833,23.4333,26.8,48,98,0.89,CD,1722285285
563,port pirie,-33.1833,138.0167,5.62,64,19,2.49,AU,1722285287
564,dauphin,51.1494,-100.0502,28.08,44,0,3.09,CA,1722285288
565,lepsy,46.235,78.9456,29.25,23,70,2.26,KZ,1722285289
566,palmer,42.1584,-72.3287,22.18,75,75,2.57,US,1722285073
567,tindouf,27.6711,-8.1474,40.25,9,0,2.57,DZ,1722285292
568,sandviken,60.6167,16.7667,16.98,76,96,1.84,SE,1722285293
569,mesolongi,38.3702,21.4295,31.07,57,0,1.54,GR,1722285294
570,saint-philippe,-21.3585,55.7679,19.77,79,21,2.15,RE,1722285295
571,kone,-21.0595,164.8658,20.48,68,90,0.95,NC,1722285296
572,anyang,36.0994,114.3289,25.29,95,10,3.34,CN,1722285298
573,battice,50.6483,5.8195,20.65,83,1,2.76,BE,1722285299
574,ijuin,31.6167,130.4,27.17,93,13,3.64,JP,1722285300
